,Sample,CloudPercenatge,sample_std
265,target_29SND_2018-11-22_2019-04-20_4921_5049_3129_3257_76_156_48_128.npz,43.0,0.045
266,target_29SND_2018-11-22_2019-04-20_5177_5305_5177_5305_80_160_80_160.npz,44.0,0.045
267,target_29SND_2018-11-22_2019-04-20_57_185_1849_1977_0_80_28_108.npz,49.0,0.049
268,target_29SND_2018-11-22_2019-04-20_825_953_569_697_12_92_8_88.npz,49.0,0.04
269,target_29SND_2018-12-02_2019-04-30_1209_1337_185_313_18_98_2_82.npz,42.0,0.034
270,target_29SND_2018-12-02_2019-04-30_1721_1849_3257_3385_26_106_50_130.npz,43.0,0.086
271,target_29SND_2018-12-02_2019-04-30_1849_1977_4793_4921_28_108_74_154.npz,43.0,0.061
272,target_29SND_2018-12-02_2019-04-30_185_313_1209_1337_2_82_18_98.npz,50.0,0.057
273,target_29SND_2018-12-02_2019-04-30_1977_2105_2617_2745_30_110_40_120.npz,36.0,0.059
274,target_29SND_2018-12-02_2019-04-30_2617_2745_2745_2873_40_120_42_122.npz,41.0,0.05
275,target_29SND_2018-12-02_2019-04-30_2873_3001_3129_3257_44_124_48_128.npz,44.0,0.035
276,target_29SND_2018-12-02_2019-04-30_3257_3385_3001_3129_50_130_46_126.npz,43.0,0.053
277,target_29SND_2018-12-02_2019-04-30_4281_4409_4793_4921_66_146_74_154.npz,45.0,0.049
278,target_29SND_2018-12-02_2019-04-30_441_569_4153_4281_6_86_64_144.npz,44.0,0.038
279,target_29SND_2018-12-02_2019-04-30_4537_4665_1977_2105_70_150_30_110.npz,44.0,0.039
280,target_29SND_2018-12-02_2019-04-30_4537_4665_825_953_70_150_12_92.npz,41.0,0.031
281,target_29SND_2018-12-02_2019-04-30_4793_4921_3769_3897_74_154_58_138.npz,44.0,0.032
282,target_29SND_2018-12-02_2019-04-30_4793_4921_5177_5305_74_154_80_160.npz,54.0,0.049
283,target_29SND_2018-12-02_2019-04-30_4921_5049_4281_4409_76_156_66_146.npz,39.0,0.052
284,target_29SND_2018-12-02_2019-04-30_5049_5177_3001_3129_78_158_46_126.npz,51.0,0.037
285,target_29SND_2018-12-02_2019-04-30_5305_5433_4409_4537_82_162_68_148.npz,46.0,0.046
286,target_29SND_2018-12-12_2019-05-10_1337_1465_1465_1593_20_100_22_102.npz,29.0,0.05
287,target_29SND_2018-12-12_2019-05-10_185_313_3001_3129_2_82_46_126.npz,49.0,0.047
288,target_29SND_2018-12-12_2019-05-10_2105_2233_1465_1593_32_112_22_102.npz,34.0,0.036
289,target_29SND_2018-12-12_2019-05-10_2873_3001_4025_4153_44_124_62_142.npz,52.0,0.065
290,target_29SND_2018-12-12_2019-05-10_3385_3513_697_825_52_132_10_90.npz,31.0,0.015
291,target_29SND_2018-12-12_2019-05-10_3769_3897_2105_2233_58_138_32_112.npz,39.0,0.056
292,target_29SND_2018-12-12_2019-05-10_3769_3897_5177_5305_58_138_80_160.npz,48.0,0.05
293,target_29SND_2018-12-12_2019-05-10_4153_4281_1337_1465_64_144_20_100.npz,43.0,0.029
294,target_29SND_2018-12-12_2019-05-10_4281_4409_3513_3641_66_146_54_134.npz,36.0,0.04
295,target_29SND_2018-12-12_2019-05-10_4409_4537_1593_1721_68_148_24_104.npz,54.0,0.048
296,target_29SND_2018-12-12_2019-05-10_5305_5433_2233_2361_82_162_34_114.npz,42.0,0.048
297,target_29SND_2018-12-12_2019-05-10_57_185_1465_1593_0_80_22_102.npz,46.0,0.056
298,target_29SND_2018-12-12_2019-05-10_953_1081_1337_1465_14_94_20_100.npz,38.0,0.052
299,target_29SND_2018-12-22_2019-05-20_1721_1849_3897_4025_26_106_60_140.npz,39.0,0.056
300,target_29SND_2018-12-22_2019-05-20_1849_1977_1721_1849_28_108_26_106.npz,30.0,0.035
301,target_29SND_2018-12-22_2019-05-20_2105_2233_1081_1209_32_112_16_96.npz,37.0,0.06
302,target_29SND_2018-12-22_2019-05-20_2105_2233_57_185_32_112_0_80.npz,44.0,0.039
303,target_29SND_2018-12-22_2019-05-20_2745_2873_441_569_42_122_6_86.npz,34.0,0.043
304,target_29SND_2018-12-22_2019-05-20_2873_3001_697_825_44_124_10_90.npz,36.0,0.053
305,target_29SND_2018-12-22_2019-05-20_313_441_4921_5049_4_84_76_156.npz,44.0,0.014
306,target_29SND_2018-12-22_2019-05-20_3257_3385_3513_3641_50_130_54_134.npz,50.0,0.056
307,target_29SND_2018-12-22_2019-05-20_3385_3513_1721_1849_52_132_26_106.npz,34.0,0.051
308,target_29SND_2018-12-22_2019-05-20_3641_3769_1977_2105_56_136_30_110.npz,41.0,0.057
309,target_29SND_2018-12-22_2019-05-20_4281_4409_3001_3129_66_146_46_126.npz,37.0,0.028
310,target_29SND_2018-12-22_2019-05-20_4281_4409_4409_4537_66_146_68_148.npz,45.0,0.047
311,target_29SND_2018-12-22_2019-05-20_4793_4921_1721_1849_74_154_26_106.npz,36.0,0.064
312,target_29SND_2018-12-22_2019-05-20_5049_5177_1977_2105_78_158_30_110.npz,31.0,0.036
313,target_29SND_2018-12-22_2019-05-20_697_825_1593_1721_10_90_24_104.npz,40.0,0.049
314,target_29SND_2018-12-22_2019-05-20_697_825_441_569_10_90_6_86.npz,45.0,0.048
315,target_29SND_2019-01-01_2019-05-30_1721_1849_2233_2361_26_106_34_114.npz,33.0,0.041
316,target_29SND_2019-01-01_2019-05-30_2233_2361_2233_2361_34_114_34_114.npz,37.0,0.031
317,target_29SND_2019-01-01_2019-05-30_2361_2489_2489_2617_36_116_38_118.npz,36.0,0.062
318,target_29SND_2019-01-01_2019-05-30_2489_2617_5049_5177_38_118_78_158.npz,43.0,0.033
319,target_29SND_2019-01-01_2019-05-30_3257_3385_1209_1337_50_130_18_98.npz,35.0,0.042
320,target_29SND_2019-01-01_2019-05-30_3257_3385_4025_4153_50_130_62_142.npz,42.0,0.058
321,target_29SND_2019-01-01_2019-05-30_3385_3513_2745_2873_52_132_42_122.npz,37.0,0.056
322,target_29SND_2019-01-01_2019-05-30_4281_4409_953_1081_66_146_14_94.npz,47.0,0.04
323,target_29SND_2019-01-01_2019-05-30_5049_5177_2873_3001_78_158_44_124.npz,43.0,0.048
324,target_29SND_2019-01-01_2019-05-30_5177_5305_3513_3641_80_160_54_134.npz,42.0,0.04
325,target_29SND_2019-01-01_2019-05-30_569_697_1337_1465_8_88_20_100.npz,49.0,0.039
326,target_29SND_2019-01-01_2019-05-30_57_185_3001_3129_0_80_46_126.npz,45.0,0.03
327,target_29SND_2019-01-01_2019-05-30_697_825_1977_2105_10_90_30_110.npz,35.0,0.055
328,target_29SND_2019-01-01_2019-05-30_825_953_3769_3897_12_92_58_138.npz,45.0,0.072
329,target_29SND_2019-01-11_2019-06-09_1337_1465_3385_3513_20_100_52_132.npz,40.0,0.043
330,target_29SND_2019-01-11_2019-06-09_1593_1721_4793_4921_24_104_74_154.npz,35.0,0.048
331,target_29SND_2019-01-11_2019-06-09_1721_1849_57_185_26_106_0_80.npz,49.0,0.033
332,target_29SND_2019-01-11_2019-06-09_2489_2617_4793_4921_38_118_74_154.npz,43.0,0.053
333,target_29SND_2019-01-11_2019-06-09_2617_2745_1849_1977_40_120_28_108.npz,46.0,0.029
334,target_29SND_2019-01-11_2019-06-09_2745_2873_2873_3001_42_122_44_124.npz,45.0,0.054
335,target_29SND_2019-01-11_2019-06-09_313_441_2105_2233_4_84_32_112.npz,30.0,0.033
336,target_29SND_2019-01-11_2019-06-09_3257_3385_5049_5177_50_130_78_158.npz,35.0,0.053
337,target_29SND_2019-01-11_2019-06-09_3385_3513_1081_1209_52_132_16_96.npz,40.0,0.034
338,target_29SND_2019-01-11_2019-06-09_3513_3641_4665_4793_54_134_72_152.npz,42.0,0.058
339,target_29SND_2019-01-11_2019-06-09_3769_3897_697_825_58_138_10_90.npz,35.0,0.049
340,target_29SND_2019-01-11_2019-06-09_4793_4921_1593_1721_74_154_24_104.npz,45.0,0.051
341,target_29SND_2019-01-11_2019-06-09_5305_5433_2617_2745_82_162_40_120.npz,39.0,0.032
342,target_29SND_2019-01-21_2019-06-19_1209_1337_4025_4153_18_98_62_142.npz,47.0,0.053
343,target_29SND_2019-01-21_2019-06-19_1209_1337_4537_4665_18_98_70_150.npz,45.0,0.051
344,target_29SND_2019-01-21_2019-06-19_1337_1465_1081_1209_20_100_16_96.npz,42.0,0.043
345,target_29SND_2019-01-21_2019-06-19_1465_1593_2361_2489_22_102_36_116.npz,43.0,0.044
346,target_29SND_2019-01-21_2019-06-19_2361_2489_1337_1465_36_116_20_100.npz,43.0,0.042
347,target_29SND_2019-01-21_2019-06-19_2489_2617_2361_2489_38_118_36_116.npz,41.0,0.06
348,target_29SND_2019-01-21_2019-06-19_2873_3001_2617_2745_44_124_40_120.npz,47.0,0.053
349,target_29SND_2019-01-21_2019-06-19_3513_3641_5177_5305_54_134_80_160.npz,46.0,0.066
350,target_29SND_2019-01-21_2019-06-19_3641_3769_3129_3257_56_136_48_128.npz,50.0,0.062
351,target_29SND_2019-01-21_2019-06-19_3641_3769_57_185_56_136_0_80.npz,48.0,0.04
352,target_29SND_2019-01-21_2019-06-19_4025_4153_4025_4153_62_142_62_142.npz,46.0,0.076
353,target_29SND_2019-01-21_2019-06-19_4025_4153_5177_5305_62_142_80_160.npz,47.0,0.065
354,target_29SND_2019-01-21_2019-06-19_4153_4281_3257_3385_64_144_50_130.npz,48.0,0.043
355,target_29SND_2019-01-21_2019-06-19_4153_4281_3385_3513_64_144_52_132.npz,46.0,0.032
356,target_29SND_2019-01-21_2019-06-19_4153_4281_4153_4281_64_144_64_144.npz,41.0,0.039
357,target_29SND_2019-01-21_2019-06-19_441_569_1209_1337_6_86_18_98.npz,48.0,0.063
358,target_29SND_2019-01-21_2019-06-19_4921_5049_1081_1209_76_156_16_96.npz,43.0,0.023
359,target_29SND_2019-01-21_2019-06-19_4921_5049_57_185_76_156_0_80.npz,46.0,0.031
360,target_29SND_2019-01-31_2019-06-29_1081_1209_1593_1721_16_96_24_104.npz,43.0,0.051
361,target_29SND_2019-01-31_2019-06-29_1081_1209_4665_4793_16_96_72_152.npz,54.0,0.05
362,target_29SND_2019-01-31_2019-06-29_1721_1849_4921_5049_26_106_76_156.npz,43.0,0.046
363,target_29SND_2019-01-31_2019-06-29_1977_2105_3129_3257_30_110_48_128.npz,41.0,0.06
364,target_29SND_2019-01-31_2019-06-29_2233_2361_1337_1465_34_114_20_100.npz,49.0,0.057
365,target_29SND_2019-01-31_2019-06-29_2361_2489_441_569_36_116_6_86.npz,50.0,0.055
366,target_29SND_2019-01-31_2019-06-29_2489_2617_1849_1977_38_118_28_108.npz,50.0,0.04
367,target_29SND_2019-01-31_2019-06-29_2489_2617_2745_2873_38_118_42_122.npz,50.0,0.035
368,target_29SND_2019-01-31_2019-06-29_3001_3129_441_569_46_126_6_86.npz,58.0,0.05
369,target_29SND_2019-01-31_2019-06-29_3897_4025_5305_5433_60_140_82_162.npz,52.0,0.051
370,target_29SND_2019-01-31_2019-06-29_441_569_1593_1721_6_86_24_104.npz,52.0,0.049
371,target_29SND_2019-01-31_2019-06-29_4537_4665_2105_2233_70_150_32_112.npz,52.0,0.033
372,target_29SND_2019-01-31_2019-06-29_4793_4921_3897_4025_74_154_60_140.npz,62.0,0.051
373,target_29SND_2019-01-31_2019-06-29_4793_4921_5305_5433_74_154_82_162.npz,59.0,0.051
374,target_29SND_2019-01-31_2019-06-29_4921_5049_3897_4025_76_156_60_140.npz,59.0,0.05
375,target_29SND_2019-01-31_2019-06-29_569_697_3897_4025_8_88_60_140.npz,46.0,0.057
376,target_29SND_2019-01-31_2019-06-29_953_1081_2489_2617_14_94_38_118.npz,50.0,0.036
377,target_29SND_2019-01-31_2019-06-29_953_1081_697_825_14_94_10_90.npz,64.0,0.04
378,target_29SND_2019-02-10_2019-07-09_2233_2361_441_569_34_114_6_86.npz,52.0,0.05
379,target_29SND_2019-02-10_2019-07-09_2617_2745_2233_2361_40_120_34_114.npz,47.0,0.044
380,target_29SND_2019-02-10_2019-07-09_3257_3385_1337_1465_50_130_20_100.npz,54.0,0.055
381,target_29SND_2019-02-10_2019-07-09_3385_3513_1849_1977_52_132_28_108.npz,48.0,0.042
382,target_29SND_2019-02-20_2019-07-19_3129_3257_1081_1209_48_128_16_96.npz,43.0,0.058
383,target_29SND_2019-02-25_2019-07-24_1977_2105_569_697_30_110_8_88.npz,41.0,0.059
384,target_29SND_2019-09-08_2020-02-04_1081_1209_4025_4153_16_96_62_142.npz,61.0,0.084
385,target_29SND_2019-11-27_2020-04-24_3257_3385_4281_4409_50_130_66_146.npz,52.0,0.049
386,target_29SND_2019-11-27_2020-04-24_3385_3513_4665_4793_52_132_72_152.npz,53.0,0.041
387,target_29SND_2019-12-07_2020-05-04_4665_4793_4409_4537_72_152_68_148.npz,56.0,0.03
388,target_29SND_2019-12-17_2020-05-14_3257_3385_3897_4025_50_130_60_140.npz,55.0,0.032
389,target_29SND_2019-12-22_2020-05-19_5177_5305_4793_4921_80_160_74_154.npz,60.0,0.045
390,target_29SND_2019-12-27_2020-05-24_1849_1977_1465_1593_28_108_22_102.npz,65.0,0.057
391,target_29SND_2019-12-27_2020-05-24_1977_2105_1465_1593_30_110_22_102.npz,61.0,0.041
392,target_29SND_2019-12-27_2020-05-24_2105_2233_441_569_32_112_6_86.npz,64.0,0.06
393,target_29SND_2019-12-27_2020-05-24_4409_4537_3001_3129_68_148_46_126.npz,55.0,0.039
394,target_29SND_2019-12-27_2020-05-24_4537_4665_5049_5177_70_150_78_158.npz,57.0,0.041
395,target_29SND_2020-01-01_2020-05-29_2745_2873_313_441_42_122_4_84.npz,65.0,0.054
396,target_29SND_2020-01-01_2020-05-29_4153_4281_3897_4025_64_144_60_140.npz,52.0,0.023
397,target_29SPC_2017-06-30_2017-11-26_2105_2233_2745_2873_32_112_42_122.npz,39.0,0.004
398,target_29SPC_2017-06-30_2017-11-26_2233_2361_1465_1593_34_114_22_102.npz,31.0,0.013
399,target_29SPC_2017-06-30_2017-11-26_2617_2745_3641_3769_40_120_56_136.npz,38.0,0.012
400,target_29SPC_2017-06-30_2017-11-26_313_441_5305_5433_4_84_82_162.npz,38.0,0.007
401,target_29SPC_2017-06-30_2017-11-26_4537_4665_3257_3385_70_150_50_130.npz,37.0,0.008
402,target_29SPC_2017-06-30_2017-11-26_4921_5049_2617_2745_76_156_40_120.npz,36.0,0.024
403,target_29SPC_2017-06-30_2017-11-26_57_185_185_313_0_80_2_82.npz,32.0,0.009
404,target_29SPC_2017-06-30_2017-11-26_953_1081_1721_1849_14_94_26_106.npz,35.0,0.004
405,target_29SPC_2017-07-05_2017-12-01_1209_1337_697_825_18_98_10_90.npz,30.0,0.014
406,target_29SPC_2017-07-05_2017-12-01_2233_2361_3129_3257_34_114_48_128.npz,41.0,0.016
407,target_29SPC_2017-07-05_2017-12-01_2489_2617_5177_5305_38_118_80_160.npz,40.0,0.005
408,target_29SPC_2017-07-05_2017-12-01_4537_4665_3001_3129_70_150_46_126.npz,35.0,0.006
409,target_29SPC_2017-07-05_2017-12-01_4665_4793_3129_3257_72_152_48_128.npz,36.0,0.003
410,target_29SPC_2017-07-05_2017-12-01_57_185_4793_4921_0_80_74_154.npz,40.0,0.014
411,target_29SPC_2017-07-10_2017-12-06_1593_1721_3897_4025_24_104_60_140.npz,35.0,0.021
412,target_29SPC_2017-07-10_2017-12-06_1593_1721_825_953_24_104_12_92.npz,30.0,0.025
413,target_29SPC_2017-07-10_2017-12-06_2617_2745_4793_4921_40_120_74_154.npz,39.0,0.004
414,target_29SPC_2017-07-10_2017-12-06_3001_3129_4665_4793_46_126_72_152.npz,41.0,0.006
415,target_29SPC_2017-07-10_2017-12-06_313_441_4793_4921_4_84_74_154.npz,39.0,0.011
416,target_29SPC_2017-07-10_2017-12-06_4665_4793_2233_2361_72_152_34_114.npz,33.0,0.016
417,target_29SPC_2017-07-10_2017-12-06_4921_5049_3769_3897_76_156_58_138.npz,29.0,0.007
418,target_29SPC_2017-07-10_2017-12-06_5049_5177_3641_3769_78_158_56_136.npz,36.0,0.008
419,target_29SPC_2017-07-15_2017-12-11_1337_1465_3513_3641_20_100_54_134.npz,34.0,0.026
420,target_29SPC_2017-07-15_2017-12-11_3001_3129_3769_3897_46_126_58_138.npz,37.0,0.017
421,target_29SPC_2017-07-15_2017-12-11_4665_4793_2105_2233_72_152_32_112.npz,32.0,0.014
422,target_29SPC_2017-07-20_2017-12-16_1721_1849_2745_2873_26_106_42_122.npz,32.0,0.006
423,target_29SPC_2017-07-20_2017-12-16_185_313_2617_2745_2_82_40_120.npz,32.0,0.011
424,target_29SPC_2017-07-20_2017-12-16_1977_2105_569_697_30_110_8_88.npz,25.0,0.026
425,target_29SPC_2017-07-20_2017-12-16_2489_2617_2745_2873_38_118_42_122.npz,33.0,0.018
426,target_29SPC_2017-07-20_2017-12-16_3257_3385_569_697_50_130_8_88.npz,29.0,0.048
427,target_29SPC_2017-07-20_2017-12-16_3897_4025_1209_1337_60_140_18_98.npz,27.0,0.02
428,target_29SPC_2017-07-20_2017-12-16_3897_4025_1849_1977_60_140_28_108.npz,28.0,0.014
429,target_29SPC_2017-07-20_2017-12-16_4409_4537_2489_2617_68_148_38_118.npz,31.0,0.012
430,target_29SPC_2017-07-25_2017-12-21_4409_4537_185_313_68_148_2_82.npz,24.0,0.013
431,target_29SPC_2017-10-08_2018-03-06_2233_2361_185_313_34_114_2_82.npz,65.0,0.026
432,target_29SPC_2017-10-08_2018-03-06_313_441_697_825_4_84_10_90.npz,61.0,0.064
433,target_29SPC_2017-10-08_2018-03-06_3385_3513_2873_3001_52_132_44_124.npz,68.0,0.048
434,target_29SPC_2017-10-08_2018-03-06_4281_4409_1593_1721_66_146_24_104.npz,65.0,0.051
435,target_29SPC_2017-10-08_2018-03-06_441_569_2489_2617_6_86_38_118.npz,52.0,0.034
436,target_29SPC_2017-10-08_2018-03-06_569_697_4409_4537_8_88_68_148.npz,67.0,0.03
437,target_29SPC_2017-10-08_2018-03-06_697_825_313_441_10_90_4_84.npz,54.0,0.043
438,target_29SPC_2017-10-18_2018-03-16_1721_1849_2489_2617_26_106_38_118.npz,66.0,0.045
439,target_29SPC_2017-10-18_2018-03-16_3001_3129_2489_2617_46_126_38_118.npz,69.0,0.041
440,target_29SPC_2017-10-18_2018-03-16_3769_3897_2617_2745_58_138_40_120.npz,70.0,0.048
441,target_29SPC_2017-10-18_2018-03-16_5177_5305_3513_3641_80_160_54_134.npz,64.0,0.067
442,target_29SPC_2017-10-18_2018-03-16_569_697_1977_2105_8_88_30_110.npz,60.0,0.068
443,target_29SPC_2017-10-18_2018-03-16_569_697_4153_4281_8_88_64_144.npz,66.0,0.042
444,target_29SPC_2017-10-18_2018-03-16_569_697_697_825_8_88_10_90.npz,63.0,0.053
445,target_29SPC_2017-10-28_2018-03-26_2233_2361_1721_1849_34_114_26_106.npz,70.0,0.038
446,target_29SPC_2017-10-28_2018-03-26_2873_3001_3897_4025_44_124_60_140.npz,65.0,0.055
447,target_29SPC_2017-10-28_2018-03-26_313_441_4665_4793_4_84_72_152.npz,53.0,0.046
448,target_29SPC_2017-10-28_2018-03-26_313_441_4921_5049_4_84_76_156.npz,59.0,0.058
449,target_29SPC_2017-10-28_2018-03-26_313_441_57_185_4_84_0_80.npz,51.0,0.061
450,target_29SPC_2017-10-28_2018-03-26_3897_4025_1337_1465_60_140_20_100.npz,69.0,0.056
451,target_29SPC_2017-10-28_2018-03-26_441_569_1209_1337_6_86_18_98.npz,52.0,0.092
452,target_29SPC_2017-10-28_2018-03-26_4793_4921_4025_4153_74_154_62_142.npz,66.0,0.063
453,target_29SPC_2017-10-28_2018-03-26_5177_5305_2361_2489_80_160_36_116.npz,71.0,0.063
454,target_29SPC_2017-10-28_2018-03-26_953_1081_185_313_14_94_2_82.npz,58.0,0.051
455,target_29SPC_2017-11-07_2018-04-05_1721_1849_2233_2361_26_106_34_114.npz,69.0,0.057
456,target_29SPC_2017-11-07_2018-04-05_185_313_4025_4153_2_82_62_142.npz,51.0,0.055
457,target_29SPC_2017-11-07_2018-04-05_185_313_697_825_2_82_10_90.npz,53.0,0.056
458,target_29SPC_2017-11-07_2018-04-05_2105_2233_953_1081_32_112_14_94.npz,74.0,0.05
459,target_29SPC_2017-11-07_2018-04-05_2233_2361_1081_1209_34_114_16_96.npz,62.0,0.038
460,target_29SPC_2017-11-07_2018-04-05_2361_2489_697_825_36_116_10_90.npz,67.0,0.031
461,target_29SPC_2017-11-07_2018-04-05_3001_3129_3001_3129_46_126_46_126.npz,67.0,0.079
462,target_29SPC_2017-11-07_2018-04-05_4153_4281_4921_5049_64_144_76_156.npz,70.0,0.09
463,target_29SPC_2017-11-07_2018-04-05_4409_4537_2873_3001_68_148_44_124.npz,65.0,0.052
464,target_29SPC_2017-11-07_2018-04-05_4409_4537_4537_4665_68_148_70_150.npz,63.0,0.06
465,target_29SPC_2017-11-07_2018-04-05_441_569_2617_2745_6_86_40_120.npz,61.0,0.036
466,target_29SPC_2017-11-07_2018-04-05_4793_4921_2873_3001_74_154_44_124.npz,61.0,0.076
467,target_29SPC_2017-11-17_2018-04-15_1465_1593_825_953_22_102_12_92.npz,63.0,0.039
468,target_29SPC_2017-11-17_2018-04-15_3641_3769_4409_4537_56_136_68_148.npz,60.0,0.065
469,target_29SPC_2017-11-17_2018-04-15_3897_4025_2489_2617_60_140_38_118.npz,63.0,0.032
470,target_29SPC_2017-11-17_2018-04-15_3897_4025_4793_4921_60_140_74_154.npz,62.0,0.065
471,target_29SPC_2017-11-27_2018-04-25_2617_2745_5049_5177_40_120_78_158.npz,56.0,0.029
472,target_29SPC_2017-11-27_2018-04-25_569_697_1721_1849_8_88_26_106.npz,54.0,0.053
473,target_29SPC_2017-11-27_2018-04-25_57_185_1593_1721_0_80_24_104.npz,55.0,0.029
474,target_29SPC_2017-11-27_2018-04-25_57_185_185_313_0_80_2_82.npz,52.0,0.041
475,target_29SPC_2017-11-27_2018-04-25_697_825_441_569_10_90_6_86.npz,59.0,0.044
476,target_29SPC_2017-12-07_2018-05-05_185_313_185_313_2_82_2_82.npz,54.0,0.043
477,target_29SPC_2017-12-07_2018-05-05_953_1081_313_441_14_94_4_84.npz,54.0,0.068
478,target_29SPC_2017-12-22_2018-05-20_185_313_1081_1209_2_82_16_96.npz,38.0,0.027
479,target_29SPC_2017-12-27_2018-05-25_57_185_825_953_0_80_12_92.npz,48.0,0.058
480,target_29SPC_2018-06-25_2018-11-21_1465_1593_3513_3641_22_102_54_134.npz,28.0,0.08
481,target_29SPC_2018-06-25_2018-11-21_1593_1721_697_825_24_104_10_90.npz,23.0,0.055
482,target_29SPC_2018-06-25_2018-11-21_569_697_5305_5433_8_88_82_162.npz,20.0,0.046
483,target_29SPC_2018-07-05_2018-12-01_1337_1465_4409_4537_20_100_68_148.npz,38.0,0.064
484,target_29SPC_2018-07-05_2018-12-01_1593_1721_3001_3129_24_104_46_126.npz,27.0,0.068
485,target_29SPC_2018-07-05_2018-12-01_1593_1721_4153_4281_24_104_64_144.npz,36.0,0.085
486,target_29SPC_2018-07-05_2018-12-01_1849_1977_1337_1465_28_108_20_100.npz,30.0,0.067
487,target_29SPC_2018-07-05_2018-12-01_2233_2361_825_953_34_114_12_92.npz,30.0,0.059
488,target_29SPC_2018-07-05_2018-12-01_2745_2873_3129_3257_42_122_48_128.npz,35.0,0.066
489,target_29SPC_2018-07-05_2018-12-01_57_185_3769_3897_0_80_58_138.npz,17.0,0.064
490,target_29SPC_2018-07-15_2018-12-11_1081_1209_4025_4153_16_96_62_142.npz,29.0,0.062
491,target_29SPC_2018-07-15_2018-12-11_185_313_5049_5177_2_82_78_158.npz,28.0,0.094
492,target_29SPC_2018-07-15_2018-12-11_3897_4025_1721_1849_60_140_26_106.npz,36.0,0.086
493,target_29SPC_2018-07-15_2018-12-11_697_825_697_825_10_90_10_90.npz,39.0,0.049
494,target_29SPC_2018-07-15_2018-12-11_825_953_825_953_12_92_12_92.npz,40.0,0.075
495,target_29SPC_2018-07-25_2018-12-21_1209_1337_3641_3769_18_98_56_136.npz,28.0,0.088
496,target_29SPC_2018-07-25_2018-12-21_1209_1337_3897_4025_18_98_60_140.npz,32.0,0.093
497,target_29SPC_2018-07-25_2018-12-21_3897_4025_697_825_60_140_10_90.npz,32.0,0.063
498,target_29SPC_2018-07-25_2018-12-21_57_185_4665_4793_0_80_72_152.npz,33.0,0.05
499,target_29SPC_2018-07-25_2018-12-21_697_825_1849_1977_10_90_28_108.npz,33.0,0.06
500,target_29SPC_2018-07-25_2018-12-21_953_1081_1849_1977_14_94_28_108.npz,34.0,0.055
501,target_29SPC_2018-08-04_2018-12-31_1337_1465_3257_3385_20_100_50_130.npz,40.0,0.07
502,target_29SPC_2018-08-04_2018-12-31_2105_2233_1593_1721_32_112_24_104.npz,34.0,0.036
503,target_29SPC_2018-08-04_2018-12-31_2489_2617_1593_1721_38_118_24_104.npz,42.0,0.058
504,target_29SPC_2018-08-04_2018-12-31_2745_2873_57_185_42_122_0_80.npz,27.0,0.048
505,target_29SPC_2018-08-04_2018-12-31_4025_4153_1593_1721_62_142_24_104.npz,36.0,0.059
506,target_29SPC_2018-08-04_2018-12-31_441_569_2489_2617_6_86_38_118.npz,37.0,0.056
507,target_29SPC_2018-08-14_2019-01-10_1081_1209_5049_5177_16_96_78_158.npz,41.0,0.06
508,target_29SPC_2018-08-14_2019-01-10_1721_1849_2489_2617_26_106_38_118.npz,41.0,0.074
509,target_29SPC_2018-08-14_2019-01-10_1849_1977_3385_3513_28_108_52_132.npz,45.0,0.052
510,target_29SPC_2018-08-14_2019-01-10_3001_3129_2489_2617_46_126_38_118.npz,42.0,0.041
511,target_29SPC_2018-08-14_2019-01-10_3897_4025_2233_2361_60_140_34_114.npz,44.0,0.051
512,target_29SPC_2018-08-14_2019-01-10_441_569_3769_3897_6_86_58_138.npz,38.0,0.036
513,target_29SPC_2018-08-14_2019-01-10_57_185_3513_3641_0_80_54_134.npz,41.0,0.064
514,target_29SPC_2018-08-14_2019-01-10_953_1081_3769_3897_14_94_58_138.npz,40.0,0.084
